Pheno,UKB ID,IDP short name,,Units,Type,Cat.,Category,modality,Category name,IDP description,N(disc),Npar(disc),Nnonpar(disc),N(rep),Npar(rep),Nnonpar(rep),N(all),Npar(all),Nnonpar(all),Heritability,Heritability(SE)
3411,25753,rfMRI connectivity (ICA100 edge 983),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.96E-02,1.45E-02
3412,25753,rfMRI connectivity (ICA100 edge 984),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.26E-02,1.25E-02
3413,25753,rfMRI connectivity (ICA100 edge 985),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.11E-02,1.65E-02
3414,25753,rfMRI connectivity (ICA100 edge 986),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.19E-02,1.66E-02
3415,25753,rfMRI connectivity (ICA100 edge 987),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.70E-03,1.36E-02
3416,25753,rfMRI connectivity (ICA100 edge 988),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.67E-02,1.56E-02
3417,25753,rfMRI connectivity (ICA100 edge 989),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.85E-02,1.33E-02
3418,25753,rfMRI connectivity (ICA100 edge 990),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.21E-02,1.62E-02
3419,25753,rfMRI connectivity (ICA100 edge 991),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.90E-03,1.50E-02
3420,25753,rfMRI connectivity (ICA100 edge 992),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.84E-02,1.46E-02
3421,25753,rfMRI connectivity (ICA100 edge 993),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.20E-03,1.35E-02
3422,25753,rfMRI connectivity (ICA100 edge 994),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.11E-02,1.51E-02
3423,25753,rfMRI connectivity (ICA100 edge 995),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.01E-01,1.71E-02
3424,25753,rfMRI connectivity (ICA100 edge 996),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.83E-02,1.25E-02
3425,25753,rfMRI connectivity (ICA100 edge 997),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.95E-02,1.47E-02
3426,25753,rfMRI connectivity (ICA100 edge 998),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.10E-02,1.27E-02
3427,25753,rfMRI connectivity (ICA100 edge 999),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.03E-02,1.44E-02
3428,25753,rfMRI connectivity (ICA100 edge 1000),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.77E-02,1.37E-02
3429,25753,rfMRI connectivity (ICA100 edge 1001),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.11E-01,1.76E-02
3430,25753,rfMRI connectivity (ICA100 edge 1002),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.80E-02,2.55E-02
3431,25753,rfMRI connectivity (ICA100 edge 1003),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.72E-02,1.46E-02
3432,25753,rfMRI connectivity (ICA100 edge 1004),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.33E-02,1.27E-02
3433,25753,rfMRI connectivity (ICA100 edge 1005),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.36E-02,1.38E-02
3434,25753,rfMRI connectivity (ICA100 edge 1006),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.09E-02,1.39E-02
3435,25753,rfMRI connectivity (ICA100 edge 1007),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,10601,10604,31688,31664,31673,6.32E-02,1.56E-02
3436,25753,rfMRI connectivity (ICA100 edge 1008),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.00E-02,1.40E-02
3437,25753,rfMRI connectivity (ICA100 edge 1009),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.77E-02,1.25E-02
3438,25753,rfMRI connectivity (ICA100 edge 1010),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.34E-02,1.37E-02
3439,25753,rfMRI connectivity (ICA100 edge 1011),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.21E-01,1.65E-02
3440,25753,rfMRI connectivity (ICA100 edge 1012),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.21E-02,1.39E-02
3441,25753,rfMRI connectivity (ICA100 edge 1013),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.20E-03,1.38E-02
3442,25753,rfMRI connectivity (ICA100 edge 1014),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.33E-02,1.83E-02
3443,25753,rfMRI connectivity (ICA100 edge 1015),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.98E-02,1.49E-02
3444,25753,rfMRI connectivity (ICA100 edge 1016),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.64E-02,1.42E-02
3445,25753,rfMRI connectivity (ICA100 edge 1017),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.04E-02,1.41E-02
3446,25753,rfMRI connectivity (ICA100 edge 1018),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.35E-02,1.48E-02
3447,25753,rfMRI connectivity (ICA100 edge 1019),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.79E-02,1.65E-02
3448,25753,rfMRI connectivity (ICA100 edge 1020),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.40E-03,1.37E-02
3449,25753,rfMRI connectivity (ICA100 edge 1021),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.75E-02,1.72E-02
3450,25753,rfMRI connectivity (ICA100 edge 1022),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.10E-02,1.31E-02
3451,25753,rfMRI connectivity (ICA100 edge 1023),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.23E-02,1.48E-02
3452,25753,rfMRI connectivity (ICA100 edge 1024),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.74E-02,1.33E-02
3453,25753,rfMRI connectivity (ICA100 edge 1025),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.05E-02,1.41E-02
3454,25753,rfMRI connectivity (ICA100 edge 1026),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.72E-02,1.69E-02
3455,25753,rfMRI connectivity (ICA100 edge 1027),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.83E-02,1.63E-02
3456,25753,rfMRI connectivity (ICA100 edge 1028),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.18E-02,1.94E-02
3457,25753,rfMRI connectivity (ICA100 edge 1029),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.21E-02,1.49E-02
3458,25753,rfMRI connectivity (ICA100 edge 1030),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.01E-02,1.50E-02
3459,25753,rfMRI connectivity (ICA100 edge 1031),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.40E-03,1.30E-02
3460,25753,rfMRI connectivity (ICA100 edge 1032),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.05E-02,1.51E-02
3461,25753,rfMRI connectivity (ICA100 edge 1033),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.70E-02,1.36E-02
3462,25753,rfMRI connectivity (ICA100 edge 1034),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.46E-01,1.72E-02
3463,25753,rfMRI connectivity (ICA100 edge 1035),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.96E-02,1.61E-02
3464,25753,rfMRI connectivity (ICA100 edge 1036),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.90E-03,1.35E-02
3465,25753,rfMRI connectivity (ICA100 edge 1037),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.08E-02,1.44E-02
3466,25753,rfMRI connectivity (ICA100 edge 1038),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-1.68E-02,1.32E-02
3467,25753,rfMRI connectivity (ICA100 edge 1039),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.89E-02,1.36E-02
3468,25753,rfMRI connectivity (ICA100 edge 1040),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.75E-01,2.01E-02
3469,25753,rfMRI connectivity (ICA100 edge 1041),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-3.00E-04,1.29E-02
3470,25753,rfMRI connectivity (ICA100 edge 1042),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.74E-02,1.47E-02
3471,25753,rfMRI connectivity (ICA100 edge 1043),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.65E-02,1.34E-02
3472,25753,rfMRI connectivity (ICA100 edge 1044),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.11E-02,1.44E-02
3473,25753,rfMRI connectivity (ICA100 edge 1045),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.59E-02,1.57E-02
3474,25753,rfMRI connectivity (ICA100 edge 1046),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.88E-01,1.88E-02
3475,25753,rfMRI connectivity (ICA100 edge 1047),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.05E-01,1.56E-02
3476,25753,rfMRI connectivity (ICA100 edge 1048),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.70E-02,1.39E-02
3477,25753,rfMRI connectivity (ICA100 edge 1049),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.80E-03,1.46E-02
3478,25753,rfMRI connectivity (ICA100 edge 1050),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.87E-01,2.01E-02
3479,25753,rfMRI connectivity (ICA100 edge 1051),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.05E-02,1.25E-02
3480,25753,rfMRI connectivity (ICA100 edge 1052),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.59E-02,1.56E-02
3481,25753,rfMRI connectivity (ICA100 edge 1053),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.70E-02,1.55E-02
3482,25753,rfMRI connectivity (ICA100 edge 1054),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.67E-02,1.44E-02
3483,25753,rfMRI connectivity (ICA100 edge 1055),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.30E-02,1.33E-02
3484,25753,rfMRI connectivity (ICA100 edge 1056),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.54E-02,1.58E-02
3485,25753,rfMRI connectivity (ICA100 edge 1057),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.63E-02,1.43E-02
3486,25753,rfMRI connectivity (ICA100 edge 1058),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.22E-02,1.48E-02
3487,25753,rfMRI connectivity (ICA100 edge 1059),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.09E-01,1.71E-02
3488,25753,rfMRI connectivity (ICA100 edge 1060),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.35E-01,1.72E-02
3489,25753,rfMRI connectivity (ICA100 edge 1061),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.54E-02,1.52E-02
3490,25753,rfMRI connectivity (ICA100 edge 1062),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.79E-02,1.32E-02
3491,25753,rfMRI connectivity (ICA100 edge 1063),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.38E-01,1.69E-02
3492,25753,rfMRI connectivity (ICA100 edge 1064),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.20E-01,1.76E-02
3493,25753,rfMRI connectivity (ICA100 edge 1065),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-1.00E-03,1.44E-02
3494,25753,rfMRI connectivity (ICA100 edge 1066),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.39E-01,1.83E-02
3495,25753,rfMRI connectivity (ICA100 edge 1067),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.12E-02,1.34E-02
3496,25753,rfMRI connectivity (ICA100 edge 1068),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.08E-01,1.79E-02
3497,25753,rfMRI connectivity (ICA100 edge 1069),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.39E-02,1.38E-02
3498,25753,rfMRI connectivity (ICA100 edge 1070),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.86E-02,1.44E-02
3499,25753,rfMRI connectivity (ICA100 edge 1071),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.09E-02,1.49E-02
3500,25753,rfMRI connectivity (ICA100 edge 1072),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.93E-02,1.68E-02
3501,25753,rfMRI connectivity (ICA100 edge 1073),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.45E-02,1.47E-02
3502,25753,rfMRI connectivity (ICA100 edge 1074),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.18E-02,1.59E-02
3503,25753,rfMRI connectivity (ICA100 edge 1075),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.30E-02,1.43E-02
3504,25753,rfMRI connectivity (ICA100 edge 1076),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.14E-02,1.50E-02
3505,25753,rfMRI connectivity (ICA100 edge 1077),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.10E-03,1.44E-02
3506,25753,rfMRI connectivity (ICA100 edge 1078),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.90E-03,1.39E-02
3507,25753,rfMRI connectivity (ICA100 edge 1079),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.16E-02,1.40E-02
3508,25753,rfMRI connectivity (ICA100 edge 1080),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.49E-02,1.66E-02
3509,25753,rfMRI connectivity (ICA100 edge 1081),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.52E-02,1.74E-02
3510,25753,rfMRI connectivity (ICA100 edge 1082),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.94E-02,1.43E-02
3511,25753,rfMRI connectivity (ICA100 edge 1083),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.47E-01,1.82E-02
3512,25753,rfMRI connectivity (ICA100 edge 1084),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,10601,10604,31688,31664,31673,-5.00E-03,1.37E-02
3513,25753,rfMRI connectivity (ICA100 edge 1085),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.54E-02,1.50E-02
3514,25753,rfMRI connectivity (ICA100 edge 1086),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.00E-01,1.75E-02
3515,25753,rfMRI connectivity (ICA100 edge 1087),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.67E-02,1.48E-02
3516,25753,rfMRI connectivity (ICA100 edge 1088),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.12E-02,1.96E-02
3517,25753,rfMRI connectivity (ICA100 edge 1089),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.46E-02,1.45E-02
3518,25753,rfMRI connectivity (ICA100 edge 1090),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.29E-01,2.34E-02
3519,25753,rfMRI connectivity (ICA100 edge 1091),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.80E-02,1.54E-02
3520,25753,rfMRI connectivity (ICA100 edge 1092),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.43E-01,1.99E-02
3521,25753,rfMRI connectivity (ICA100 edge 1093),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.25E-01,1.67E-02
3522,25753,rfMRI connectivity (ICA100 edge 1094),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.05E-01,1.63E-02
3523,25753,rfMRI connectivity (ICA100 edge 1095),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.37E-02,1.34E-02
3524,25753,rfMRI connectivity (ICA100 edge 1096),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.18E-02,1.45E-02
3525,25753,rfMRI connectivity (ICA100 edge 1097),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.60E-03,1.48E-02
3526,25753,rfMRI connectivity (ICA100 edge 1098),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.85E-02,1.50E-02
3527,25753,rfMRI connectivity (ICA100 edge 1099),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.18E-01,1.94E-02
3528,25753,rfMRI connectivity (ICA100 edge 1100),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.35E-02,1.97E-02
3529,25753,rfMRI connectivity (ICA100 edge 1101),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.94E-02,1.34E-02
3530,25753,rfMRI connectivity (ICA100 edge 1102),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.49E-02,1.46E-02
3531,25753,rfMRI connectivity (ICA100 edge 1103),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.76E-02,1.42E-02
3532,25753,rfMRI connectivity (ICA100 edge 1104),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.02E-02,1.40E-02
3533,25753,rfMRI connectivity (ICA100 edge 1105),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.27E-01,1.49E-02
3534,25753,rfMRI connectivity (ICA100 edge 1106),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.04E-01,1.49E-02
3535,25753,rfMRI connectivity (ICA100 edge 1107),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.11E-01,1.67E-02
3536,25753,rfMRI connectivity (ICA100 edge 1108),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.90E-02,1.55E-02
3537,25753,rfMRI connectivity (ICA100 edge 1109),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.87E-02,1.61E-02
3538,25753,rfMRI connectivity (ICA100 edge 1110),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.61E-02,1.42E-02
3539,25753,rfMRI connectivity (ICA100 edge 1111),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.30E-03,1.53E-02
3540,25753,rfMRI connectivity (ICA100 edge 1112),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.16E-01,1.63E-02
3541,25753,rfMRI connectivity (ICA100 edge 1113),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.06E-02,1.69E-02
3542,25753,rfMRI connectivity (ICA100 edge 1114),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.73E-02,1.66E-02
3543,25753,rfMRI connectivity (ICA100 edge 1115),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.37E-02,1.59E-02
3544,25753,rfMRI connectivity (ICA100 edge 1116),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.13E-02,1.37E-02
3545,25753,rfMRI connectivity (ICA100 edge 1117),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.58E-02,1.63E-02
3546,25753,rfMRI connectivity (ICA100 edge 1118),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.12E-01,1.91E-02
3547,25753,rfMRI connectivity (ICA100 edge 1119),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-1.60E-02,1.31E-02
3548,25753,rfMRI connectivity (ICA100 edge 1120),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.00E-02,1.69E-02
3549,25753,rfMRI connectivity (ICA100 edge 1121),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.37E-02,1.61E-02
3550,25753,rfMRI connectivity (ICA100 edge 1122),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.13E-02,1.78E-02
3551,25753,rfMRI connectivity (ICA100 edge 1123),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.70E-02,1.53E-02
3552,25753,rfMRI connectivity (ICA100 edge 1124),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.94E-02,1.29E-02
3553,25753,rfMRI connectivity (ICA100 edge 1125),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.10E-02,1.37E-02
3554,25753,rfMRI connectivity (ICA100 edge 1126),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.94E-02,1.57E-02
3555,25753,rfMRI connectivity (ICA100 edge 1127),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.27E-02,1.93E-02
3556,25753,rfMRI connectivity (ICA100 edge 1128),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.06E-02,1.62E-02
3557,25753,rfMRI connectivity (ICA100 edge 1129),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.53E-02,1.54E-02
3558,25753,rfMRI connectivity (ICA100 edge 1130),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.26E-01,2.08E-02
3559,25753,rfMRI connectivity (ICA100 edge 1131),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.20E-02,1.26E-02
3560,25753,rfMRI connectivity (ICA100 edge 1132),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.12E-02,1.50E-02
3561,25753,rfMRI connectivity (ICA100 edge 1133),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.16E-01,1.60E-02
