Pheno,UKB ID,IDP short name,,Units,Type,Cat.,Category,modality,Category name,IDP description,N(disc),Npar(disc),Nnonpar(disc),N(rep),Npar(rep),Nnonpar(rep),N(all),Npar(all),Nnonpar(all),Heritability,Heritability(SE)
2382,25752,rfMRI connectivity (ICA25 edge 164),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-6.20E-03,1.27E-02
2383,25752,rfMRI connectivity (ICA25 edge 165),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.46E-02,1.32E-02
2384,25752,rfMRI connectivity (ICA25 edge 166),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.65E-02,1.44E-02
2385,25752,rfMRI connectivity (ICA25 edge 167),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.02E-02,1.50E-02
2386,25752,rfMRI connectivity (ICA25 edge 168),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.45E-02,1.32E-02
2387,25752,rfMRI connectivity (ICA25 edge 169),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.88E-02,1.30E-02
2388,25752,rfMRI connectivity (ICA25 edge 170),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.36E-02,1.49E-02
2389,25752,rfMRI connectivity (ICA25 edge 171),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.10E-03,1.28E-02
2390,25752,rfMRI connectivity (ICA25 edge 172),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.35E-02,1.60E-02
2391,25752,rfMRI connectivity (ICA25 edge 173),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.39E-02,1.46E-02
2392,25752,rfMRI connectivity (ICA25 edge 174),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.63E-02,1.49E-02
2393,25752,rfMRI connectivity (ICA25 edge 175),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.79E-02,1.38E-02
2394,25752,rfMRI connectivity (ICA25 edge 176),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.26E-02,1.27E-02
2395,25752,rfMRI connectivity (ICA25 edge 177),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.67E-02,1.68E-02
2396,25752,rfMRI connectivity (ICA25 edge 178),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.35E-02,1.30E-02
2397,25752,rfMRI connectivity (ICA25 edge 179),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.44E-02,1.33E-02
2398,25752,rfMRI connectivity (ICA25 edge 180),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.45E-02,1.63E-02
2399,25752,rfMRI connectivity (ICA25 edge 181),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.14E-02,1.54E-02
2400,25752,rfMRI connectivity (ICA25 edge 182),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.69E-02,1.35E-02
2401,25752,rfMRI connectivity (ICA25 edge 183),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.09E-02,1.72E-02
2402,25752,rfMRI connectivity (ICA25 edge 184),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.96E-02,1.45E-02
2403,25752,rfMRI connectivity (ICA25 edge 185),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.20E-02,1.55E-02
2404,25752,rfMRI connectivity (ICA25 edge 186),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.90E-02,1.68E-02
2405,25752,rfMRI connectivity (ICA25 edge 187),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.33E-02,1.43E-02
2406,25752,rfMRI connectivity (ICA25 edge 188),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.50E-02,1.37E-02
2407,25752,rfMRI connectivity (ICA25 edge 189),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.73E-02,1.64E-02
2408,25752,rfMRI connectivity (ICA25 edge 190),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.43E-02,1.32E-02
2409,25752,rfMRI connectivity (ICA25 edge 191),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.00E-02,1.59E-02
2410,25752,rfMRI connectivity (ICA25 edge 192),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.60E-02,1.24E-02
2411,25752,rfMRI connectivity (ICA25 edge 193),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.12E-02,1.37E-02
2412,25752,rfMRI connectivity (ICA25 edge 194),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.70E-03,1.46E-02
2413,25752,rfMRI connectivity (ICA25 edge 195),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.10E-01,1.64E-02
2414,25752,rfMRI connectivity (ICA25 edge 196),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.04E-01,2.06E-02
2415,25752,rfMRI connectivity (ICA25 edge 197),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.71E-02,1.40E-02
2416,25752,rfMRI connectivity (ICA25 edge 198),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.00E-02,1.47E-02
2417,25752,rfMRI connectivity (ICA25 edge 199),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.76E-02,1.46E-02
2418,25752,rfMRI connectivity (ICA25 edge 200),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.81E-02,1.44E-02
2419,25752,rfMRI connectivity (ICA25 edge 201),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.62E-02,1.41E-02
2420,25752,rfMRI connectivity (ICA25 edge 202),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.15E-02,1.24E-02
2421,25752,rfMRI connectivity (ICA25 edge 203),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.11E-02,1.46E-02
2422,25752,rfMRI connectivity (ICA25 edge 204),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.44E-02,1.61E-02
2423,25752,rfMRI connectivity (ICA25 edge 205),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.20E-02,1.49E-02
2424,25752,rfMRI connectivity (ICA25 edge 206),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.02E-02,1.59E-02
2425,25752,rfMRI connectivity (ICA25 edge 207),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.92E-02,1.45E-02
2426,25752,rfMRI connectivity (ICA25 edge 208),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.08E-02,1.27E-02
2427,25752,rfMRI connectivity (ICA25 edge 209),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.37E-02,1.52E-02
2428,25752,rfMRI connectivity (ICA25 edge 210),,,,16,rfMRI,F,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.11E-02,1.41E-02
2429,25753,rfMRI connectivity (ICA100 edge 1),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.23E-02,1.43E-02
2430,25753,rfMRI connectivity (ICA100 edge 2),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.97E-02,1.40E-02
2431,25753,rfMRI connectivity (ICA100 edge 3),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.61E-02,1.37E-02
2432,25753,rfMRI connectivity (ICA100 edge 4),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.38E-02,1.42E-02
2433,25753,rfMRI connectivity (ICA100 edge 5),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.87E-02,1.56E-02
2434,25753,rfMRI connectivity (ICA100 edge 6),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.97E-02,1.57E-02
2435,25753,rfMRI connectivity (ICA100 edge 7),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.73E-02,1.36E-02
2436,25753,rfMRI connectivity (ICA100 edge 8),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.63E-02,1.44E-02
2437,25753,rfMRI connectivity (ICA100 edge 9),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.02E-02,1.35E-02
2438,25753,rfMRI connectivity (ICA100 edge 10),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.93E-02,1.51E-02
2439,25753,rfMRI connectivity (ICA100 edge 11),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.10E-03,1.44E-02
2440,25753,rfMRI connectivity (ICA100 edge 12),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.67E-02,1.46E-02
2441,25753,rfMRI connectivity (ICA100 edge 13),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.00E-03,1.36E-02
2442,25753,rfMRI connectivity (ICA100 edge 14),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.10E-03,1.39E-02
2443,25753,rfMRI connectivity (ICA100 edge 15),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.20E-02,1.32E-02
2444,25753,rfMRI connectivity (ICA100 edge 16),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-1.03E-02,1.23E-02
2445,25753,rfMRI connectivity (ICA100 edge 17),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.42E-02,1.29E-02
2446,25753,rfMRI connectivity (ICA100 edge 18),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-5.70E-03,1.36E-02
2447,25753,rfMRI connectivity (ICA100 edge 19),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.04E-02,1.65E-02
2448,25753,rfMRI connectivity (ICA100 edge 20),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.04E-01,1.70E-02
2449,25753,rfMRI connectivity (ICA100 edge 21),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.51E-02,1.42E-02
2450,25753,rfMRI connectivity (ICA100 edge 22),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.32E-01,1.82E-02
2451,25753,rfMRI connectivity (ICA100 edge 23),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.13E-02,1.71E-02
2452,25753,rfMRI connectivity (ICA100 edge 24),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.29E-02,1.24E-02
2453,25753,rfMRI connectivity (ICA100 edge 25),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.84E-02,1.41E-02
2454,25753,rfMRI connectivity (ICA100 edge 26),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.50E-03,1.36E-02
2455,25753,rfMRI connectivity (ICA100 edge 27),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-6.70E-03,1.23E-02
2456,25753,rfMRI connectivity (ICA100 edge 28),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.22E-02,1.47E-02
2457,25753,rfMRI connectivity (ICA100 edge 29),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.10E-02,1.34E-02
2458,25753,rfMRI connectivity (ICA100 edge 30),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.09E-02,1.35E-02
2459,25753,rfMRI connectivity (ICA100 edge 31),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.79E-02,1.17E-02
2460,25753,rfMRI connectivity (ICA100 edge 32),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.58E-02,1.50E-02
2461,25753,rfMRI connectivity (ICA100 edge 33),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.68E-02,1.39E-02
2462,25753,rfMRI connectivity (ICA100 edge 34),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.39E-02,1.35E-02
2463,25753,rfMRI connectivity (ICA100 edge 35),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.65E-02,1.51E-02
2464,25753,rfMRI connectivity (ICA100 edge 36),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.24E-02,1.40E-02
2465,25753,rfMRI connectivity (ICA100 edge 37),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.99E-02,1.48E-02
2466,25753,rfMRI connectivity (ICA100 edge 38),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.31E-02,1.38E-02
2467,25753,rfMRI connectivity (ICA100 edge 39),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.44E-02,1.79E-02
2468,25753,rfMRI connectivity (ICA100 edge 40),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.61E-02,1.40E-02
2469,25753,rfMRI connectivity (ICA100 edge 41),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.81E-02,1.42E-02
2470,25753,rfMRI connectivity (ICA100 edge 42),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-3.30E-03,1.24E-02
2471,25753,rfMRI connectivity (ICA100 edge 43),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.24E-02,1.66E-02
2472,25753,rfMRI connectivity (ICA100 edge 44),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.65E-02,1.37E-02
2473,25753,rfMRI connectivity (ICA100 edge 45),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.66E-02,1.48E-02
2474,25753,rfMRI connectivity (ICA100 edge 46),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.05E-02,1.46E-02
2475,25753,rfMRI connectivity (ICA100 edge 47),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.19E-02,1.28E-02
2476,25753,rfMRI connectivity (ICA100 edge 48),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.80E-03,1.30E-02
2477,25753,rfMRI connectivity (ICA100 edge 49),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.87E-02,1.44E-02
2478,25753,rfMRI connectivity (ICA100 edge 50),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.96E-02,1.48E-02
2479,25753,rfMRI connectivity (ICA100 edge 51),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.70E-03,1.18E-02
2480,25753,rfMRI connectivity (ICA100 edge 52),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.31E-02,1.55E-02
2481,25753,rfMRI connectivity (ICA100 edge 53),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.44E-02,1.39E-02
2482,25753,rfMRI connectivity (ICA100 edge 54),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.84E-02,1.90E-02
2483,25753,rfMRI connectivity (ICA100 edge 55),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.87E-02,1.49E-02
2484,25753,rfMRI connectivity (ICA100 edge 56),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.00E-03,1.35E-02
2485,25753,rfMRI connectivity (ICA100 edge 57),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.76E-02,1.57E-02
2486,25753,rfMRI connectivity (ICA100 edge 58),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.57E-02,1.44E-02
2487,25753,rfMRI connectivity (ICA100 edge 59),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.87E-02,1.31E-02
2488,25753,rfMRI connectivity (ICA100 edge 60),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.78E-02,1.63E-02
2489,25753,rfMRI connectivity (ICA100 edge 61),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.36E-02,1.50E-02
2490,25753,rfMRI connectivity (ICA100 edge 62),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.41E-02,1.47E-02
2491,25753,rfMRI connectivity (ICA100 edge 63),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.47E-02,1.29E-02
2492,25753,rfMRI connectivity (ICA100 edge 64),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.89E-02,1.49E-02
2493,25753,rfMRI connectivity (ICA100 edge 65),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.17E-02,1.40E-02
2494,25753,rfMRI connectivity (ICA100 edge 66),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.55E-02,1.53E-02
2495,25753,rfMRI connectivity (ICA100 edge 67),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.32E-02,1.40E-02
2496,25753,rfMRI connectivity (ICA100 edge 68),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.56E-02,1.45E-02
2497,25753,rfMRI connectivity (ICA100 edge 69),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.94E-02,1.44E-02
2498,25753,rfMRI connectivity (ICA100 edge 70),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.30E-02,1.56E-02
2499,25753,rfMRI connectivity (ICA100 edge 71),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.56E-02,1.77E-02
2500,25753,rfMRI connectivity (ICA100 edge 72),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.60E-03,1.38E-02
2501,25753,rfMRI connectivity (ICA100 edge 73),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.97E-02,1.51E-02
2502,25753,rfMRI connectivity (ICA100 edge 74),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.13E-02,1.44E-02
2503,25753,rfMRI connectivity (ICA100 edge 75),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,9.66E-02,1.63E-02
2504,25753,rfMRI connectivity (ICA100 edge 76),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.87E-02,1.75E-02
2505,25753,rfMRI connectivity (ICA100 edge 77),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,10601,10604,31688,31664,31673,5.89E-02,1.36E-02
2506,25753,rfMRI connectivity (ICA100 edge 78),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.21E-01,1.78E-02
2507,25753,rfMRI connectivity (ICA100 edge 79),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.54E-02,1.53E-02
2508,25753,rfMRI connectivity (ICA100 edge 80),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.40E-03,1.35E-02
2509,25753,rfMRI connectivity (ICA100 edge 81),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.02E-02,1.55E-02
2510,25753,rfMRI connectivity (ICA100 edge 82),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,10601,10604,31688,31664,31673,5.43E-02,1.55E-02
2511,25753,rfMRI connectivity (ICA100 edge 83),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.86E-02,1.47E-02
2512,25753,rfMRI connectivity (ICA100 edge 84),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.61E-02,1.54E-02
2513,25753,rfMRI connectivity (ICA100 edge 85),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.43E-02,1.39E-02
2514,25753,rfMRI connectivity (ICA100 edge 86),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.18E-02,1.49E-02
2515,25753,rfMRI connectivity (ICA100 edge 87),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.05E-02,1.20E-02
2516,25753,rfMRI connectivity (ICA100 edge 88),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.39E-02,1.49E-02
2517,25753,rfMRI connectivity (ICA100 edge 89),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-5.10E-03,1.44E-02
2518,25753,rfMRI connectivity (ICA100 edge 90),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.94E-02,1.33E-02
2519,25753,rfMRI connectivity (ICA100 edge 91),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.88E-02,1.41E-02
2520,25753,rfMRI connectivity (ICA100 edge 92),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.22E-02,1.48E-02
2521,25753,rfMRI connectivity (ICA100 edge 93),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.35E-02,1.40E-02
2522,25753,rfMRI connectivity (ICA100 edge 94),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.80E-03,1.44E-02
2523,25753,rfMRI connectivity (ICA100 edge 95),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.97E-02,1.37E-02
2524,25753,rfMRI connectivity (ICA100 edge 96),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.29E-02,1.42E-02
2525,25753,rfMRI connectivity (ICA100 edge 97),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.78E-02,1.34E-02
2526,25753,rfMRI connectivity (ICA100 edge 98),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.01E-02,1.32E-02
2527,25753,rfMRI connectivity (ICA100 edge 99),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.73E-02,1.50E-02
2528,25753,rfMRI connectivity (ICA100 edge 100),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.02E-02,1.84E-02
2529,25753,rfMRI connectivity (ICA100 edge 101),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,7.84E-02,1.52E-02
2530,25753,rfMRI connectivity (ICA100 edge 102),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,8.75E-02,1.77E-02
2531,25753,rfMRI connectivity (ICA100 edge 103),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,4.27E-02,1.40E-02
2532,25753,rfMRI connectivity (ICA100 edge 104),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.27E-02,1.65E-02
2533,25753,rfMRI connectivity (ICA100 edge 105),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.38E-02,1.52E-02
2534,25753,rfMRI connectivity (ICA100 edge 106),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.77E-02,1.45E-02
2535,25753,rfMRI connectivity (ICA100 edge 107),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-4.20E-03,1.17E-02
2536,25753,rfMRI connectivity (ICA100 edge 108),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,5.58E-02,1.48E-02
2537,25753,rfMRI connectivity (ICA100 edge 109),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.51E-02,1.50E-02
2538,25753,rfMRI connectivity (ICA100 edge 110),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.94E-02,1.39E-02
2539,25753,rfMRI connectivity (ICA100 edge 111),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.60E-03,1.46E-02
2540,25753,rfMRI connectivity (ICA100 edge 112),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,-3.20E-03,1.46E-02
2541,25753,rfMRI connectivity (ICA100 edge 113),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,6.41E-02,1.45E-02
2542,25753,rfMRI connectivity (ICA100 edge 114),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,2.08E-02,1.29E-02
2543,25753,rfMRI connectivity (ICA100 edge 115),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,3.40E-03,1.40E-02
2544,25753,rfMRI connectivity (ICA100 edge 116),,,,16,,,rfMRI connectivity,,21081,21063,21069,10607,-,-,31688,31664,31673,1.67E-02,1.22E-02
